Title:               30-Year 3-7/8% Treasury Inflation-Indexed Bond, Due 4/15/2029©
Series ID:           WTP30A29
Source:              Haver Analytics
Release:             Weekly Treasury Inflation-Indexed Securities (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Weekly, Ending Friday
Units:               Percent
Date Range:          1999-04-16 to 2017-01-06
Last Updated:        2017-01-09 6:06 AM CST
Notes:               Treasury Inflation-Protected Securities, or TIPS, are securities whose
                     principal is tied to the Consumer Price Index (CPI). The principal
                     increases with inflation and decreases with deflation. When the
                     security matures, the U.S. Treasury pays the original or adjusted
                     principal, whichever is greater.
                     
                     Averages of business days. Yield to maturity on accrued principal.
                     
                     Calculated from data provided by the Wall Street Journal.
                     
                     Copyright, 2016, Haver Analytics. Reprinted with permission.

DATE        VALUE
1999-04-16   3.88
1999-04-23   3.87
1999-04-30   3.86
1999-05-07   3.85
1999-05-14   3.85
1999-05-21   3.87
1999-05-28   3.88
1999-06-04   3.91
1999-06-11   3.91
1999-06-18   3.91
1999-06-25   3.94
1999-07-02   3.94
1999-07-09   3.97
1999-07-16   3.98
1999-07-23   3.98
1999-07-30   4.00
1999-08-06   4.00
1999-08-13   4.01
1999-08-20   4.00
1999-08-27   4.00
1999-09-03   4.03
1999-09-10   4.04
1999-09-17   4.04
1999-09-24   4.07
1999-10-01   4.07
1999-10-08   4.11
1999-10-15   4.14
1999-10-22   4.13
1999-10-29   4.13
1999-11-05   4.11
1999-11-12   4.08
1999-11-19   4.09
1999-11-26   4.11
1999-12-03   4.13
1999-12-10   4.14
1999-12-17   4.17
1999-12-24   4.26
1999-12-31   4.27
2000-01-07   4.30
2000-01-14   4.34
2000-01-21      .
2000-01-28   4.32
2000-02-04   4.19
2000-02-11   4.16
2000-02-18   4.16
2000-02-25   4.15
2000-03-03   4.15
2000-03-10   4.13
2000-03-17   4.12
2000-03-24   4.05
2000-03-31   3.96
2000-04-07   3.90
2000-04-14   3.89
2000-04-21   3.89
2000-04-28   3.87
2000-05-05   3.87
2000-05-12   3.97
2000-05-19   4.01
2000-05-26   4.00
2000-06-02   3.96
2000-06-09   3.91
2000-06-16   3.92
2000-06-23   3.91
2000-06-30   3.91
2000-07-07   3.87
2000-07-14   3.86
2000-07-21   3.85
2000-07-28   3.84
2000-08-04   3.84
2000-08-11   3.85
2000-08-18   3.88
2000-08-25   3.89
2000-09-01   3.88
2000-09-08   3.90
2000-09-15   3.90
2000-09-22   3.95
2000-09-29   3.93
2000-10-06   3.92
2000-10-13   3.92
2000-10-20   3.89
2000-10-27   3.84
2000-11-03   3.84
2000-11-10   3.87
2000-11-17   3.85
2000-11-24   3.84
2000-12-01   3.80
2000-12-08   3.77
2000-12-15   3.75
2000-12-22   3.71
2000-12-29   3.72
2001-01-05   3.64
2001-01-12   3.62
2001-01-19   3.62
2001-01-26   3.62
2001-02-02   3.60
2001-02-09   3.52
2001-02-16   3.51
2001-02-23   3.52
2001-03-02   3.46
2001-03-09   3.44
2001-03-16   3.44
2001-03-23   3.44
2001-03-30   3.51
2001-04-06   3.52
2001-04-13   3.61
2001-04-20   3.61
2001-04-27   3.52
2001-05-04   3.49
2001-05-11   3.45
2001-05-18   3.47
2001-05-25   3.47
2001-06-01   3.46
2001-06-08   3.46
2001-06-15   3.47
2001-06-22   3.46
2001-06-29   3.45
2001-07-06   3.48
2001-07-13   3.50
2001-07-20   3.46
2001-07-27   3.47
2001-08-03   3.40
2001-08-10   3.43
2001-08-17   3.38
2001-08-24   3.45
2001-08-31   3.41
2001-09-07   3.43
2001-09-14   3.40
2001-09-21   3.41
2001-09-28   3.44
2001-10-05   3.44
2001-10-12   3.48
2001-10-19   3.46
2001-10-26   3.43
2001-11-02   3.25
2001-11-09   3.15
2001-11-16   3.27
2001-11-23   3.37
2001-11-30   3.45
2001-12-07   3.49
2001-12-14   3.57
2001-12-21   3.54
2001-12-28   3.46
2002-01-04   3.49
2002-01-11   3.48
2002-01-18   3.47
2002-01-25   3.49
2002-02-01   3.51
2002-02-08   3.50
2002-02-15   3.52
2002-02-22   3.42
2002-03-01   3.39
2002-03-08   3.47
2002-03-15   3.52
2002-03-22   3.54
2002-03-29   3.52
2002-04-05   3.48
2002-04-12   3.42
2002-04-19   3.37
2002-04-26   3.33
2002-05-03   3.37
2002-05-10   3.35
2002-05-17   3.37
2002-05-24   3.34
2002-05-31   3.29
2002-06-07   3.25
2002-06-14   3.23
2002-06-21   3.17
2002-06-28   3.13
2002-07-05   3.17
2002-07-12   3.19
2002-07-19   3.14
2002-07-26   3.07
2002-08-02   3.11
2002-08-09   3.04
2002-08-16   2.88
2002-08-23   2.84
2002-08-30   2.81
2002-09-06   2.75
2002-09-13   2.75
2002-09-20   2.68
2002-09-27   2.67
2002-10-04   2.71
2002-10-11   2.71
2002-10-18   2.93
2002-10-25   3.05
2002-11-01   3.02
2002-11-08   2.96
2002-11-15   2.87
2002-11-22   2.89
2002-11-29   2.93
2002-12-06   2.92
2002-12-13   2.87
2002-12-20   2.85
2002-12-27   2.79
2003-01-03   2.74
2003-01-10   2.81
2003-01-17   2.76
2003-01-24   2.68
2003-01-31   2.68
2003-02-07   2.62
2003-02-14   2.54
2003-02-21   2.51
2003-02-28   2.43
2003-03-07   2.38
2003-03-14   2.41
2003-03-21   2.55
2003-03-28   2.71
2003-04-04   2.66
2003-04-11   2.75
2003-04-18   2.78
2003-04-25   2.77
2003-05-02   2.72
2003-05-09   2.57
2003-05-16   2.40
2003-05-23   2.29
2003-05-30   2.31
2003-06-06   2.30
2003-06-13   2.20
2003-06-20   2.28
2003-06-27   2.35
2003-07-04   2.50
2003-07-11   2.58
2003-07-18   2.61
2003-07-25   2.73
2003-08-01   2.87
2003-08-08   2.84
2003-08-15   2.84
2003-08-22   2.76
2003-08-29   2.79
2003-09-05   2.83
2003-09-12   2.75
2003-09-19   2.69
2003-09-26   2.59
2003-10-03   2.56
2003-10-10   2.67
2003-10-17   2.68
2003-10-24   2.58
2003-10-31   2.48
2003-11-07   2.47
2003-11-14   2.42
2003-11-21   2.37
2003-11-28   2.43
2003-12-05   2.38
2003-12-12   2.34
2003-12-19   2.32
2003-12-26   2.34
2004-01-02   2.35
2004-01-09   2.30
2004-01-16   2.22
2004-01-23   2.22
2004-01-30   2.27
2004-02-06   2.19
2004-02-13   2.19
2004-02-20   2.18
2004-02-27   2.13
2004-03-05   2.01
2004-03-12   1.93
2004-03-19   1.92
2004-03-26   1.94
2004-04-02   2.04
