Title:               21.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
Series ID:           HQMCB21Y6M
Source:              U.S. Department of the Treasury
Release:             Corporate Bond Yield Curve (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Monthly
Units:               Percent
Date Range:          1984-01-01 to 2016-11-01
Last Updated:        2017-01-04 11:51 AM CST
Notes:               The spot rate for any maturity is defined as the yield on a bond that
                     gives a single payment at that maturity. This is called a zero coupon
                     bond. Because high quality zero coupon bonds are not generally
                     available, the HQM methodology computes the spot rates so as to make
                     them consistent with the yields on other high quality bonds. The HQM
                     yield curve uses data from a set of high quality corporate bonds rated
                     AAA, AA, or A that accurately represent the high quality corporate
                     bond market. 
                     
                     The HQM methodology projects yields beyond 30 years maturity out to
                     100 years maturity to get discount rates for long-dated pension
                     liabilities. 
                     
                      For more information see
                     https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx

DATE        VALUE
1984-01-01  11.00
1984-02-01  11.63
1984-03-01  12.00
1984-04-01  12.13
1984-05-01  12.73
1984-06-01  12.78
1984-07-01  12.77
1984-08-01  12.36
1984-09-01  12.48
1984-10-01  11.71
1984-11-01  11.50
1984-12-01  11.87
1985-01-01  11.63
1985-02-01  11.23
1985-03-01  11.52
1985-04-01  11.29
1985-05-01  11.10
1985-06-01  10.72
1985-07-01  11.19
1985-08-01  11.25
1985-09-01  11.48
1985-10-01  11.29
1985-11-01  10.85
1985-12-01  10.46
1986-01-01   9.81
1986-02-01   9.79
1986-03-01   9.18
1986-04-01   8.84
1986-05-01   9.22
1986-06-01   9.60
1986-07-01   9.54
1986-08-01   9.54
1986-09-01   9.66
1986-10-01   9.79
1986-11-01   9.63
1986-12-01   9.36
1987-01-01   9.09
1987-02-01   9.09
1987-03-01   9.02
1987-04-01   9.72
1987-05-01  10.28
1987-06-01  10.11
1987-07-01  10.11
1987-08-01  10.27
1987-09-01  10.65
1987-10-01  10.73
1987-11-01  10.16
1987-12-01  10.24
1988-01-01   9.82
1988-02-01   9.49
1988-03-01   9.63
1988-04-01  10.03
1988-05-01  10.38
1988-06-01  10.17
1988-07-01  10.28
1988-08-01  10.29
1988-09-01  10.06
1988-10-01   9.88
1988-11-01   9.86
1988-12-01   9.85
1989-01-01   9.83
1989-02-01   9.89
1989-03-01   9.96
1989-04-01   9.79
1989-05-01   9.64
1989-06-01   9.24
1989-07-01   9.11
1989-08-01   9.10
1989-09-01   9.14
1989-10-01   9.03
1989-11-01   8.95
1989-12-01   8.95
1990-01-01   9.12
1990-02-01   9.36
1990-03-01   9.47
1990-04-01   9.60
1990-05-01   9.73
1990-06-01   9.54
1990-07-01   9.57
