Title:               40.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
Series ID:           HQMCB40Y6M
Source:              U.S. Department of the Treasury
Release:             Corporate Bond Yield Curve (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Monthly
Units:               Percent
Date Range:          1984-01-01 to 2016-11-01
Last Updated:        2017-01-04 11:51 AM CST
Notes:               The spot rate for any maturity is defined as the yield on a bond that
                     gives a single payment at that maturity. This is called a zero coupon
                     bond. Because high quality zero coupon bonds are not generally
                     available, the HQM methodology computes the spot rates so as to make
                     them consistent with the yields on other high quality bonds. The HQM
                     yield curve uses data from a set of high quality corporate bonds rated
                     AAA, AA, or A that accurately represent the high quality corporate
                     bond market. 
                     
                     The HQM methodology projects yields beyond 30 years maturity out to
                     100 years maturity to get discount rates for long-dated pension
                     liabilities. 
                     
                      For more information see
                     https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx

DATE        VALUE
1984-01-01   9.39
1984-02-01  10.78
1984-03-01  11.16
1984-04-01  11.42
1984-05-01  12.37
1984-06-01  12.59
1984-07-01  12.47
1984-08-01  11.98
1984-09-01  12.38
1984-10-01  10.56
1984-11-01  10.42
1984-12-01  11.31
1985-01-01  10.98
1985-02-01  10.05
1985-03-01  10.31
1985-04-01  10.16
1985-05-01  10.09
1985-06-01   9.69
1985-07-01  10.69
1985-08-01  11.02
1985-09-01  11.50
1985-10-01  11.38
1985-11-01  10.91
1985-12-01  10.33
1986-01-01   9.47
1986-02-01   9.59
1986-03-01   8.69
1986-04-01   8.38
1986-05-01   9.26
1986-06-01   9.93
1986-07-01   9.57
1986-08-01   9.75
1986-09-01   9.91
1986-10-01  10.02
1986-11-01   9.76
1986-12-01   9.48
1987-01-01   9.40
1987-02-01   9.36
1987-03-01   9.34
1987-04-01  10.16
1987-05-01  10.87
1987-06-01  10.42
1987-07-01  10.20
1987-08-01  10.28
1987-09-01  10.52
1987-10-01  10.53
1987-11-01   9.93
1987-12-01  10.05
1988-01-01   9.51
1988-02-01   9.32
1988-03-01   9.56
1988-04-01  10.15
1988-05-01  10.54
1988-06-01  10.21
1988-07-01  10.38
1988-08-01  10.28
1988-09-01  10.05
1988-10-01   9.90
1988-11-01   9.84
1988-12-01   9.79
1989-01-01   9.84
1989-02-01   9.93
1989-03-01   9.92
1989-04-01   9.73
1989-05-01   9.63
1989-06-01   9.25
1989-07-01   9.25
1989-08-01   9.24
1989-09-01   9.23
1989-10-01   9.12
1989-11-01   9.01
1989-12-01   8.95
1990-01-01   9.05
1990-02-01   9.29
1990-03-01   9.50
1990-04-01   9.62
1990-05-01   9.86
1990-06-01   9.68
1990-07-01   9.73
1990-08-01  10.41
1990-09-01  10.62
1990-10-01  10.70
1990-11-01  10.40
1990-12-01  10.06
1991-01-01  10.01
1991-02-01   9.65
1991-03-01   9.93
1991-04-01   9.74
1991-05-01   9.89
1991-06-01  10.13
1991-07-01  10.08
1991-08-01   9.78
1991-09-01   9.65
1991-10-01   9.89
1991-11-01   9.96
1991-12-01   9.98
1992-01-01   9.93
1992-02-01   9.90
1992-03-01   9.84
1992-04-01   9.78
1992-05-01   9.64
1992-06-01   9.61
1992-07-01   9.66
1992-08-01   9.61
1992-09-01   9.69
1992-10-01  10.05
1992-11-01   9.83
1992-12-01   9.40
1993-01-01   9.36
1993-02-01   9.10
1993-03-01   8.81
1993-04-01   8.97
1993-05-01   9.12
1993-06-01   8.94
1993-07-01   8.63
1993-08-01   8.13
1993-09-01   8.02
1993-10-01   8.04
1993-11-01   8.26
1993-12-01   8.18
1994-01-01   8.20
1994-02-01   8.26
1994-03-01   8.50
1994-04-01   8.76
1994-05-01   8.73
1994-06-01   8.83
1994-07-01   8.94
1994-08-01   8.87
1994-09-01   9.18
1994-10-01   9.26
1994-11-01   9.26
1994-12-01   8.83
1995-01-01   8.87
1995-02-01   8.83
1995-03-01   8.91
1995-04-01   8.91
1995-05-01   8.48
1995-06-01   8.17
1995-07-01   8.38
1995-08-01   8.48
1995-09-01   8.25
1995-10-01   7.96
1995-11-01   7.81
1995-12-01   7.60
1996-01-01   7.60
1996-02-01   7.95
1996-03-01   8.27
1996-04-01   8.39
1996-05-01   8.35
1996-06-01   8.42
1996-07-01   8.35
