Title:               17.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
Series ID:           HQMCB17Y6M
Source:              U.S. Department of the Treasury
Release:             Corporate Bond Yield Curve (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Monthly
Units:               Percent
Date Range:          1984-01-01 to 2016-11-01
Last Updated:        2017-01-04 11:51 AM CST
Notes:               The spot rate for any maturity is defined as the yield on a bond that
                     gives a single payment at that maturity. This is called a zero coupon
                     bond. Because high quality zero coupon bonds are not generally
                     available, the HQM methodology computes the spot rates so as to make
                     them consistent with the yields on other high quality bonds. The HQM
                     yield curve uses data from a set of high quality corporate bonds rated
                     AAA, AA, or A that accurately represent the high quality corporate
                     bond market. 
                     
                     The HQM methodology projects yields beyond 30 years maturity out to
                     100 years maturity to get discount rates for long-dated pension
                     liabilities. 
                     
                      For more information see
                     https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx

DATE        VALUE
1984-01-01  11.78
1984-02-01  12.05
1984-03-01  12.42
1984-04-01  12.48
1984-05-01  12.91
1984-06-01  12.88
1984-07-01  12.91
1984-08-01  12.55
1984-09-01  12.53
1984-10-01  12.28
1984-11-01  12.03
1984-12-01  12.14
1985-01-01  11.95
1985-02-01  11.81
1985-03-01  12.12
1985-04-01  11.84
1985-05-01  11.59
1985-06-01  11.23
1985-07-01  11.43
1985-08-01  11.37
1985-09-01  11.47
1985-10-01  11.24
1985-11-01  10.82
1985-12-01  10.53
1986-01-01   9.98
1986-02-01   9.89
1986-03-01   9.42
1986-04-01   9.06
1986-05-01   9.20
1986-06-01   9.44
1986-07-01   9.52
1986-08-01   9.44
1986-09-01   9.53
1986-10-01   9.68
1986-11-01   9.56
1986-12-01   9.31
1987-01-01   8.94
1987-02-01   8.96
1987-03-01   8.87
1987-04-01   9.50
1987-05-01  10.00
1987-06-01   9.96
1987-07-01  10.06
1987-08-01  10.27
1987-09-01  10.71
1987-10-01  10.83
1987-11-01  10.28
1987-12-01  10.33
1988-01-01   9.97
1988-02-01   9.57
1988-03-01   9.66
1988-04-01   9.98
1988-05-01  10.31
1988-06-01  10.15
1988-07-01  10.23
1988-08-01  10.29
1988-09-01  10.07
1988-10-01   9.88
1988-11-01   9.87
1988-12-01   9.87
1989-01-01   9.82
1989-02-01   9.87
1989-03-01   9.97
1989-04-01   9.81
1989-05-01   9.65
1989-06-01   9.23
1989-07-01   9.04
1989-08-01   9.03
1989-09-01   9.09
1989-10-01   8.99
1989-11-01   8.92
1989-12-01   8.95
1990-01-01   9.16
1990-02-01   9.39
1990-03-01   9.45
1990-04-01   9.59
1990-05-01   9.66
1990-06-01   9.48
1990-07-01   9.49
1990-08-01   9.89
1990-09-01  10.05
1990-10-01  10.08
1990-11-01   9.93
1990-12-01   9.69
1991-01-01   9.66
1991-02-01   9.41
1991-03-01   9.58
1991-04-01   9.42
1991-05-01   9.44
1991-06-01   9.58
1991-07-01   9.56
1991-08-01   9.33
1991-09-01   9.18
1991-10-01   9.22
1991-11-01   9.23
1991-12-01   8.94
