Title:               71-Year High Quality Market (HQM) Corporate Bond Spot Rate
Series ID:           HQMCB71YR
Source:              U.S. Department of the Treasury
Release:             Corporate Bond Yield Curve (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Monthly
Units:               Percent
Date Range:          1984-01-01 to 2016-11-01
Last Updated:        2017-01-04 11:52 AM CST
Notes:               The spot rate for any maturity is defined as the yield on a bond that
                     gives a single payment at that maturity. This is called a zero coupon
                     bond. Because high quality zero coupon bonds are not generally
                     available, the HQM methodology computes the spot rates so as to make
                     them consistent with the yields on other high quality bonds. The HQM
                     yield curve uses data from a set of high quality corporate bonds rated
                     AAA, AA, or A that accurately represent the high quality corporate
                     bond market. 
                     
                     The HQM methodology projects yields beyond 30 years maturity out to
                     100 years maturity to get discount rates for long-dated pension
                     liabilities. 
                     
                      For more information see
                     https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx

DATE        VALUE
1984-01-01   8.66
1984-02-01  10.39
1984-03-01  10.77
1984-04-01  11.09
1984-05-01  12.19
1984-06-01  12.48
1984-07-01  12.32
1984-08-01  11.80
1984-09-01  12.32
1984-10-01  10.03
1984-11-01   9.93
1984-12-01  11.05
1985-01-01  10.68
1985-02-01   9.51
1985-03-01   9.75
1985-04-01   9.65
1985-05-01   9.64
1985-06-01   9.22
1985-07-01  10.47
1985-08-01  10.91
1985-09-01  11.51
1985-10-01  11.42
1985-11-01  10.94
1985-12-01  10.27
1986-01-01   9.31
1986-02-01   9.49
1986-03-01   8.46
1986-04-01   8.17
1986-05-01   9.27
1986-06-01  10.08
1986-07-01   9.59
1986-08-01   9.85
1986-09-01  10.04
1986-10-01  10.13
1986-11-01   9.83
1986-12-01   9.54
1987-01-01   9.55
1987-02-01   9.49
1987-03-01   9.50
1987-04-01  10.37
1987-05-01  11.14
1987-06-01  10.57
1987-07-01  10.25
1987-08-01  10.28
1987-09-01  10.46
1987-10-01  10.44
1987-11-01   9.83
1987-12-01   9.97
1988-01-01   9.37
1988-02-01   9.24
1988-03-01   9.54
1988-04-01  10.21
1988-05-01  10.61
1988-06-01  10.23
1988-07-01  10.43
1988-08-01  10.28
1988-09-01  10.05
1988-10-01   9.91
1988-11-01   9.84
1988-12-01   9.77
1989-01-01   9.84
1989-02-01   9.95
1989-03-01   9.90
1989-04-01   9.71
1989-05-01   9.62
1989-06-01   9.25
1989-07-01   9.32
1989-08-01   9.30
1989-09-01   9.27
1989-10-01   9.16
1989-11-01   9.04
1989-12-01   8.96
1990-01-01   9.01
1990-02-01   9.26
1990-03-01   9.51
1990-04-01   9.63
1990-05-01   9.92
1990-06-01   9.74
1990-07-01   9.80
1990-08-01  10.58
1990-09-01  10.80
1990-10-01  10.89
1990-11-01  10.54
1990-12-01  10.17
1991-01-01  10.12
1991-02-01   9.73
1991-03-01  10.04
1991-04-01   9.85
1991-05-01  10.03
1991-06-01  10.30
1991-07-01  10.24
1991-08-01   9.92
1991-09-01   9.80
1991-10-01  10.10
1991-11-01  10.20
1991-12-01  10.30
1992-01-01  10.29
1992-02-01  10.19
1992-03-01  10.09
1992-04-01  10.04
1992-05-01   9.87
1992-06-01   9.86
1992-07-01   9.98
1992-08-01   9.98
1992-09-01  10.11
1992-10-01  10.52
1992-11-01  10.20
1992-12-01   9.70
1993-01-01   9.68
1993-02-01   9.43
1993-03-01   9.14
1993-04-01   9.34
1993-05-01   9.51
1993-06-01   9.31
1993-07-01   8.98
1993-08-01   8.40
1993-09-01   8.33
1993-10-01   8.37
1993-11-01   8.56
1993-12-01   8.46
1994-01-01   8.48
1994-02-01   8.52
1994-03-01   8.70
1994-04-01   8.92
1994-05-01   8.84
1994-06-01   8.98
1994-07-01   9.07
1994-08-01   9.01
1994-09-01   9.33
1994-10-01   9.38
1994-11-01   9.35
1994-12-01   8.87
1995-01-01   8.93
1995-02-01   8.94
1995-03-01   9.08
1995-04-01   9.11
1995-05-01   8.67
1995-06-01   8.38
1995-07-01   8.61
1995-08-01   8.70
1995-09-01   8.49
1995-10-01   8.18
1995-11-01   8.00
1995-12-01   7.80
1996-01-01   7.80
1996-02-01   8.18
1996-03-01   8.49
1996-04-01   8.59
1996-05-01   8.50
1996-06-01   8.55
1996-07-01   8.48
1996-08-01   8.29
1996-09-01   8.51
1996-10-01   8.31
1996-11-01   8.03
1996-12-01   8.07
1997-01-01   8.25
1997-02-01   8.16
1997-03-01   8.40
1997-04-01   8.59
1997-05-01   8.51
1997-06-01   8.39
1997-07-01   8.08
1997-08-01   8.09
1997-09-01   8.05
1997-10-01   7.91
1997-11-01   7.68
1997-12-01   7.47
1998-01-01   7.45
1998-02-01   7.52
1998-03-01   7.49
1998-04-01   7.43
1998-05-01   7.37
1998-06-01   7.13
1998-07-01   7.21
1998-08-01   7.25
1998-09-01   7.61
1998-10-01   7.85
1998-11-01   7.76
1998-12-01   7.50
1999-01-01   7.50
1999-02-01   7.46
1999-03-01   7.61
1999-04-01   7.62
1999-05-01   7.76
1999-06-01   7.94
1999-07-01   7.94
1999-08-01   8.15
1999-09-01   8.34
1999-10-01   8.47
1999-11-01   8.13
1999-12-01   8.19
2000-01-01   8.13
2000-02-01   7.99
2000-03-01   8.20
2000-04-01   8.28
2000-05-01   8.60
2000-06-01   8.18
2000-07-01   8.03
2000-08-01   8.11
2000-09-01   8.36
2000-10-01   8.51
2000-11-01   8.49
2000-12-01   8.52
2001-01-01   8.21
2001-02-01   8.14
2001-03-01   8.21
2001-04-01   8.47
2001-05-01   8.26
2001-06-01   8.06
2001-07-01   8.01
2001-08-01   8.00
2001-09-01   8.53
2001-10-01   8.18
2001-11-01   7.72
2001-12-01   7.55
2002-01-01   7.33
2002-02-01   7.27
2002-03-01   7.56
2002-04-01   7.65
2002-05-01   7.69
2002-06-01   7.70
2002-07-01   8.01
2002-08-01   8.00
2002-09-01   7.54
2002-10-01   8.04
2002-11-01   7.78
2002-12-01   7.55
2003-01-01   7.66
2003-02-01   7.38
2003-03-01   7.46
2003-04-01   7.39
2003-05-01   6.85
2003-06-01   6.81
2003-07-01   7.40
2003-08-01   7.82
2003-09-01   7.51
2003-10-01   7.46
2003-11-01   7.30
2003-12-01   7.27
2004-01-01   7.19
2004-02-01   7.20
2004-03-01   7.08
2004-04-01   7.33
2004-05-01   7.48
2004-06-01   7.33
2004-07-01   7.22
2004-08-01   7.16
2004-09-01   6.98
2004-10-01   6.92
2004-11-01   6.75
2004-12-01   6.59
2005-01-01   6.35
2005-02-01   6.07
2005-03-01   6.27
2005-04-01   6.31
2005-05-01   6.28
2005-06-01   6.05
2005-07-01   6.12
2005-08-01   6.11
2005-09-01   6.27
2005-10-01   6.48
2005-11-01   6.55
2005-12-01   6.43
2006-01-01   6.32
2006-02-01   6.21
2006-03-01   6.45
2006-04-01   6.83
2006-05-01   6.95
2006-06-01   6.93
2006-07-01   6.89
2006-08-01   6.76
2006-09-01   6.57
2006-10-01   6.50
2006-11-01   6.17
2006-12-01   6.21
2007-01-01   6.32
2007-02-01   6.20
2007-03-01   6.30
2007-04-01   6.46
2007-05-01   6.43
2007-06-01   6.70
2007-07-01   6.69
2007-08-01   6.77
2007-09-01   6.65
