Title:               69.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
Series ID:           HQMCB69Y6M
Source:              U.S. Department of the Treasury
Release:             Corporate Bond Yield Curve (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Monthly
Units:               Percent
Date Range:          1984-01-01 to 2016-11-01
Last Updated:        2017-01-04 11:52 AM CST
Notes:               The spot rate for any maturity is defined as the yield on a bond that
                     gives a single payment at that maturity. This is called a zero coupon
                     bond. Because high quality zero coupon bonds are not generally
                     available, the HQM methodology computes the spot rates so as to make
                     them consistent with the yields on other high quality bonds. The HQM
                     yield curve uses data from a set of high quality corporate bonds rated
                     AAA, AA, or A that accurately represent the high quality corporate
                     bond market. 
                     
                     The HQM methodology projects yields beyond 30 years maturity out to
                     100 years maturity to get discount rates for long-dated pension
                     liabilities. 
                     
                      For more information see
                     https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx

DATE        VALUE
1984-01-01   8.68
1984-02-01  10.40
1984-03-01  10.78
1984-04-01  11.10
1984-05-01  12.20
1984-06-01  12.48
1984-07-01  12.32
1984-08-01  11.80
1984-09-01  12.33
1984-10-01  10.04
1984-11-01   9.94
1984-12-01  11.06
1985-01-01  10.69
1985-02-01   9.53
1985-03-01   9.77
1985-04-01   9.67
1985-05-01   9.65
1985-06-01   9.23
1985-07-01  10.47
1985-08-01  10.91
1985-09-01  11.51
1985-10-01  11.42
1985-11-01  10.94
1985-12-01  10.27
1986-01-01   9.31
1986-02-01   9.49
1986-03-01   8.47
1986-04-01   8.17
1986-05-01   9.27
1986-06-01  10.07
1986-07-01   9.59
1986-08-01   9.85
1986-09-01  10.04
1986-10-01  10.13
1986-11-01   9.83
1986-12-01   9.54
1987-01-01   9.55
1987-02-01   9.48
1987-03-01   9.49
1987-04-01  10.37
1987-05-01  11.13
1987-06-01  10.57
1987-07-01  10.25
1987-08-01  10.28
1987-09-01  10.47
1987-10-01  10.45
1987-11-01   9.83
1987-12-01   9.97
1988-01-01   9.38
1988-02-01   9.24
1988-03-01   9.54
1988-04-01  10.20
1988-05-01  10.61
1988-06-01  10.23
1988-07-01  10.43
1988-08-01  10.28
1988-09-01  10.05
1988-10-01   9.91
1988-11-01   9.84
1988-12-01   9.77
1989-01-01   9.84
1989-02-01   9.95
1989-03-01   9.90
1989-04-01   9.71
1989-05-01   9.62
1989-06-01   9.25
1989-07-01   9.32
1989-08-01   9.30
1989-09-01   9.27
1989-10-01   9.16
1989-11-01   9.04
1989-12-01   8.96
1990-01-01   9.01
1990-02-01   9.26
1990-03-01   9.51
1990-04-01   9.63
1990-05-01   9.92
1990-06-01   9.74
1990-07-01   9.80
1990-08-01  10.57
1990-09-01  10.79
1990-10-01  10.89
1990-11-01  10.54
1990-12-01  10.17
1991-01-01  10.12
1991-02-01   9.73
1991-03-01  10.04
1991-04-01   9.84
1991-05-01  10.03
1991-06-01  10.30
1991-07-01  10.23
1991-08-01   9.92
1991-09-01   9.80
1991-10-01  10.09
1991-11-01  10.19
1991-12-01  10.29
1992-01-01  10.28
1992-02-01  10.18
1992-03-01  10.09
1992-04-01  10.03
1992-05-01   9.86
1992-06-01   9.86
1992-07-01   9.97
1992-08-01   9.97
1992-09-01  10.10
1992-10-01  10.51
1992-11-01  10.19
1992-12-01   9.69
1993-01-01   9.67
1993-02-01   9.42
1993-03-01   9.13
1993-04-01   9.33
1993-05-01   9.50
1993-06-01   9.30
1993-07-01   8.97
1993-08-01   8.39
1993-09-01   8.32
1993-10-01   8.36
1993-11-01   8.55
1993-12-01   8.45
1994-01-01   8.47
1994-02-01   8.51
1994-03-01   8.70
1994-04-01   8.91
1994-05-01   8.83
1994-06-01   8.98
1994-07-01   9.07
1994-08-01   9.00
1994-09-01   9.33
1994-10-01   9.38
1994-11-01   9.34
1994-12-01   8.87
1995-01-01   8.93
1995-02-01   8.94
1995-03-01   9.07
1995-04-01   9.10
1995-05-01   8.67
1995-06-01   8.37
1995-07-01   8.61
1995-08-01   8.70
1995-09-01   8.48
1995-10-01   8.17
1995-11-01   8.00
1995-12-01   7.80
1996-01-01   7.80
1996-02-01   8.17
1996-03-01   8.48
1996-04-01   8.59
1996-05-01   8.49
1996-06-01   8.54
1996-07-01   8.47
1996-08-01   8.29
1996-09-01   8.50
1996-10-01   8.31
1996-11-01   8.03
1996-12-01   8.07
1997-01-01   8.24
1997-02-01   8.15
1997-03-01   8.40
1997-04-01   8.59
1997-05-01   8.51
1997-06-01   8.39
1997-07-01   8.08
1997-08-01   8.08
1997-09-01   8.04
1997-10-01   7.90
1997-11-01   7.68
1997-12-01   7.47
1998-01-01   7.44
1998-02-01   7.52
1998-03-01   7.49
1998-04-01   7.43
1998-05-01   7.37
1998-06-01   7.13
1998-07-01   7.20
1998-08-01   7.24
1998-09-01   7.60
1998-10-01   7.85
1998-11-01   7.75
1998-12-01   7.50
1999-01-01   7.49
1999-02-01   7.46
