Title:               30-Year 0-3/4% Treasury Inflation-Indexed Bond, Due 2/15/2042©
2014-07-25  0.880
2014-07-28  0.904
2014-07-29  0.866
2014-07-30  0.948
2014-07-31  0.941
2014-08-01  0.937
2014-08-04  0.940
2014-08-05  0.931
2014-08-06  0.934
2014-08-07  0.894
2014-08-08  0.902
2014-08-11  0.912
2014-08-12  0.944
2014-08-13  0.931
2014-08-14  0.881
2014-08-15  0.836
2014-08-18  0.891
2014-08-19  0.928
2014-08-20  0.935
2014-08-21  0.906
2014-08-22  0.882
2014-08-25  0.858
2014-08-26  0.875
2014-08-27  0.840
2014-08-28  0.808
2014-08-29  0.839
2014-09-01      .
2014-09-02  0.899
2014-09-03  0.881
2014-09-04  0.933
2014-09-05  0.966
2014-09-08  0.963
2014-09-09  0.976
2014-09-10  1.024
2014-09-11  0.992
2014-09-12  1.092
2014-09-15  1.080
2014-09-16  1.099
2014-09-17  1.130
2014-09-18  1.164
2014-09-19  1.114
2014-09-22  1.128
2014-09-23  1.086
2014-09-24  1.089
2014-09-25  1.044
2014-09-26  1.081
2014-09-29  1.066
2014-09-30  1.090
2014-10-01  0.998
2014-10-02  1.025
2014-10-03  1.030
2014-10-06  1.038
2014-10-07  0.989
2014-10-08  0.960
2014-10-09  0.947
2014-10-10  0.922
2014-10-13      .
2014-10-14  0.882
2014-10-15  0.833
2014-10-16  0.870
2014-10-17  0.877
2014-10-20  0.888
2014-10-21  0.916
2014-10-22  0.927
2014-10-23  0.961
2014-10-24  0.978
2014-10-27  0.963
2014-10-28  0.965
2014-10-29  0.949
2014-10-30  0.940
2014-10-31  0.957
2014-11-03  0.972
2014-11-04  0.960
2014-11-05  0.957
2014-11-06  0.969
2014-11-07  0.931
2014-11-10  0.962
2014-11-11      .
2014-11-12  0.980
2014-11-13  0.990
2014-11-14  0.967
2014-11-17  1.003
2014-11-18  1.001
2014-11-19  1.044
2014-11-20  1.025
2014-11-21  0.985
2014-11-24  0.970
2014-11-25  0.939
2014-11-26  0.928
2014-11-27      .
2014-11-28  0.899
2014-12-01  0.938
2014-12-02  0.992
2014-12-03  0.978
2014-12-04  0.954
2014-12-05  0.961
2014-12-08  0.918
2014-12-09  0.885
2014-12-10  0.868
2014-12-11  0.856
2014-12-12  0.829
2014-12-15  0.824
2014-12-16  0.765
2014-12-17  0.799
2014-12-18  0.893
2014-12-19  0.839
2014-12-22  0.809
2014-12-23  0.901
2014-12-24  0.899
2014-12-25      .
2014-12-26  0.879
2014-12-29  0.865
2014-12-30  0.865
2014-12-31  0.826
2015-01-01      .
2015-01-02  0.826
2015-01-05  0.705
2015-01-06  0.669
2015-01-07  0.662
2015-01-08  0.727
2015-01-09  0.705
2015-01-12  0.682
2015-01-13  0.713
2015-01-14  0.660
2015-01-15  0.618
2015-01-16  0.652
2015-01-19      .
2015-01-20  0.632
2015-01-21  0.693
2015-01-22  0.705
2015-01-23  0.631
2015-01-26  0.640
2015-01-27  0.645
2015-01-28  0.565
2015-01-29  0.581
2015-01-30  0.526
2015-02-02  0.533
2015-02-03  0.628
2015-02-04  0.600
2015-02-05  0.636
2015-02-06  0.690
2015-02-09  0.672
2015-02-10  0.727
2015-02-11  0.740
2015-02-12  0.779
2015-02-13  0.807
2015-02-16      .
2015-02-17  0.883
2015-02-18  0.807
2015-02-19  0.819
2015-02-20  0.819
2015-02-23  0.757
2015-02-24  0.704
2015-02-25  0.676
2015-02-26  0.689
2015-02-27  0.659
2015-03-02  0.733
2015-03-03  0.729
2015-03-04  0.723
2015-03-05  0.729
2015-03-06  0.849
2015-03-09  0.865
2015-03-10  0.829
2015-03-11  0.806
2015-03-12  0.826
2015-03-13  0.860
2015-03-16  0.864
2015-03-17  0.811
2015-03-18  0.664
2015-03-19  0.640
2015-03-20  0.609
2015-03-23  0.616
2015-03-24  0.557
2015-03-25  0.568
2015-03-26  0.662
2015-03-27  0.634
2015-03-30  0.687
2015-03-31  0.685
2015-04-01  0.594
2015-04-02  0.635
2015-04-03  0.578
2015-04-06  0.662
2015-04-07  0.619
2015-04-08  0.621
2015-04-09  0.674
2015-04-10  0.677
2015-04-13  0.687
2015-04-14  0.661
2015-04-15  0.647
2015-04-16  0.629
2015-04-17  0.543
2015-04-20  0.601
2015-04-21  0.633
2015-04-22  0.694
2015-04-23  0.668
2015-04-24  0.645
2015-04-27  0.631
2015-04-28  0.698
2015-04-29  0.742
2015-04-30  0.731
2015-05-01  0.765
2015-05-04  0.845
2015-05-05  0.865
2015-05-06  0.953
2015-05-07  0.893
2015-05-08  0.887
2015-05-11  1.003
2015-05-12  0.984
2015-05-13  1.034
2015-05-14  1.036
2015-05-15  0.932
2015-05-18  1.016
2015-05-19  1.047
2015-05-20  1.040
2015-05-21  0.997
2015-05-22  0.989
2015-05-25      .
2015-05-26  0.924
2015-05-27  0.943
2015-05-28  0.964
2015-05-29  0.907
2015-06-01  1.017
2015-06-02  1.072
2015-06-03  1.147
2015-06-04  1.084
2015-06-05  1.131
2015-06-08  1.126
2015-06-09  1.166
2015-06-10  1.223
2015-06-11  1.151
2015-06-12  1.146
2015-06-15  1.106
2015-06-16  1.035
2015-06-17  1.055
2015-06-18  1.127
2015-06-19  1.059
2015-06-22  1.109
2015-06-23  1.152
2015-06-24  1.106
2015-06-25  1.118
2015-06-26  1.194
2015-06-29  1.089
2015-06-30  1.083
2015-07-01  1.159
2015-07-02  1.150
2015-07-03      .
2015-07-06  1.046
2015-07-07  0.994
2015-07-08  1.006
2015-07-09  1.103
2015-07-10  1.180
2015-07-13  1.183
2015-07-14  1.181
2015-07-15  1.141
2015-07-16  1.127
2015-07-17  1.106
2015-07-20  1.133
2015-07-21  1.112
2015-07-22  1.082
2015-07-23  1.042
2015-07-24  1.055
2015-07-27  1.043
2015-07-28  1.057
2015-07-29  1.075
2015-07-30  1.044
2015-07-31  1.035
2015-08-03  1.011
2015-08-04  1.040
2015-08-05  1.102
2015-08-06  1.088
2015-08-07  1.025
2015-08-10  1.070
2015-08-11  1.009
2015-08-12  1.035
2015-08-13  1.069
2015-08-14  1.049
2015-08-17  1.031
2015-08-18  1.092
2015-08-19  1.075
2015-08-20  1.020
2015-08-21  1.046
2015-08-24  1.070
2015-08-25  1.143
2015-08-26  1.202
2015-08-27  1.121
2015-08-28  1.104
2015-08-31  1.136
2015-09-01  1.165
2015-09-02  1.205
2015-09-03  1.209
2015-09-04  1.173
2015-09-07      .
2015-09-08  1.237
2015-09-09  1.193
2015-09-10  1.204
2015-09-11  1.169
2015-09-14  1.186
2015-09-15  1.288
2015-09-16  1.314
2015-09-17  1.263
2015-09-18  1.187
2015-09-21  1.307
2015-09-22  1.243
2015-09-23  1.241
2015-09-24  1.232
2015-09-25  1.312
2015-09-28  1.270
2015-09-29  1.279
2015-09-30  1.284
2015-10-01  1.231
2015-10-02  1.180
2015-10-05  1.225
2015-10-06  1.196
2015-10-07  1.187
2015-10-08  1.220
2015-10-09  1.229
2015-10-12      .
2015-10-13  1.216
2015-10-14  1.183
2015-10-15  1.210
2015-10-16  1.231
2015-10-19  1.254
2015-10-20  1.258
2015-10-21  1.232
2015-10-22  1.191
2015-10-23  1.184
2015-10-26  1.177
2015-10-27  1.170
2015-10-28  1.192
2015-10-29  1.238
2015-10-30  1.205
2015-11-02  1.202
2015-11-03  1.236
2015-11-04  1.234
2015-11-05  1.272
2015-11-06  1.308
2015-11-09  1.301
2015-11-10  1.305
2015-11-11      .
2015-11-12  1.308
2015-11-13  1.298
2015-11-16  1.322
2015-11-17  1.284
2015-11-18  1.268
2015-11-19  1.220
2015-11-20  1.210
2015-11-23  1.194
2015-11-24  1.199
2015-11-25  1.192
2015-11-26      .
2015-11-27  1.197
2015-11-30  1.191
2015-12-01  1.143
2015-12-02  1.151
2015-12-03  1.273
2015-12-04  1.212
2015-12-07  1.181
2015-12-08  1.204
2015-12-09  1.216
2015-12-10  1.262
2015-12-11  1.215
2015-12-14  1.319
2015-12-15  1.318
2015-12-16  1.324
2015-12-17  1.284
2015-12-18  1.264
2015-12-21  1.284
2015-12-22  1.317
2015-12-23  1.302
2015-12-24  1.265
2015-12-25      .
2015-12-28  1.244
2015-12-29  1.319
2015-12-30  1.310
2015-12-31  1.284
2016-01-01      .
2016-01-04  1.262
2016-01-05  1.276
2016-01-06  1.230
2016-01-07  1.262
2016-01-08  1.271
2016-01-11  1.323
2016-01-12  1.278
2016-01-13  1.248
2016-01-14  1.284
2016-01-15  1.263
2016-01-18      .
2016-01-19  1.257
2016-01-20  1.276
2016-01-21  1.292
2016-01-22  1.282
2016-01-25  1.265
2016-01-26  1.238
2016-01-27  1.214
2016-01-28  1.204
2016-01-29  1.143
2016-02-01  1.183
2016-02-02  1.130
2016-02-03  1.105
2016-02-04  1.110
2016-02-05  1.122
2016-02-08  1.074
2016-02-09  1.108
2016-02-10  1.056
2016-02-11  1.040
2016-02-12  1.099
2016-02-15      .
2016-02-16  1.144
2016-02-17  1.170
2016-02-18  1.161
2016-02-19  1.133
2016-02-22  1.112
2016-02-23  1.078
2016-02-24  1.060
2016-02-25  1.017
2016-02-26  1.072
2016-02-29  1.021
2016-03-01  1.064
2016-03-02  1.028
2016-03-03  1.003
2016-03-04  1.039
2016-03-07  1.067
2016-03-08  1.032
2016-03-09  1.062
2016-03-10  1.087
2016-03-11  1.109
2016-03-14  1.111
2016-03-15  1.132
2016-03-16  1.081
2016-03-17  1.017
2016-03-18  0.960
2016-03-21  0.977
2016-03-22  0.973
2016-03-23  0.930
2016-03-24  0.973
2016-03-25      .
2016-03-28  0.964
2016-03-29  0.869
2016-03-30  0.890
2016-03-31  0.859
2016-04-01  0.856
2016-04-04  0.845
2016-04-05  0.823
2016-04-06  0.848
2016-04-07  0.808
2016-04-08  0.838
2016-04-11  0.875
2016-04-12  0.921
2016-04-13  0.890
2016-04-14  0.902
2016-04-15  0.870
2016-04-18  0.872
2016-04-19  0.850
2016-04-20  0.908
2016-04-21  0.934
2016-04-22  0.941
2016-04-25  0.966
2016-04-26  0.974
2016-04-27  0.913
2016-04-28  0.886
2016-04-29  0.844
2016-05-02  0.913
2016-05-03  0.894
2016-05-04  0.891
2016-05-05  0.850
2016-05-06  0.892
2016-05-09  0.895
2016-05-10  0.865
2016-05-11  0.846
2016-05-12  0.853
2016-05-13  0.816
2016-05-16  0.839
2016-05-17  0.822
2016-05-18  0.928
2016-05-19  0.897
2016-05-20  0.915
2016-05-23  0.911
2016-05-24  0.910
2016-05-25  0.928
2016-05-26  0.881
2016-05-27  0.908
2016-05-30      .
2016-05-31  0.917
2016-06-01  0.936
2016-06-02  0.909
2016-06-03  0.864
2016-06-06  0.864
2016-06-07  0.842
2016-06-08  0.817
2016-06-09  0.811
2016-06-10  0.804
2016-06-13  0.838
2016-06-14  0.862
2016-06-15  0.839
2016-06-16  0.834
2016-06-17  0.880
2016-06-20  0.909
2016-06-21  0.921
2016-06-22  0.910
2016-06-23  0.905
2016-06-24  0.837
2016-06-27  0.767
2016-06-28  0.732
2016-06-29  0.714
2016-06-30  0.714
2016-07-01  0.631
2016-07-04      .
2016-07-05  0.585
2016-07-06  0.571
2016-07-07  0.582
2016-07-08  0.553
2016-07-11  0.594
2016-07-12  0.650
2016-07-13  0.603
2016-07-14  0.644
2016-07-15  0.669
2016-07-18  0.670
2016-07-19  0.673
2016-07-20  0.688
2016-07-21  0.703
2016-07-22  0.695
2016-07-25  0.698
2016-07-26  0.682
2016-07-27  0.634
2016-07-28  0.612
2016-07-29  0.575
2016-08-01  0.638
2016-08-02  0.707
2016-08-03  0.697
2016-08-04  0.639
2016-08-05  0.651
2016-08-08  0.643
2016-08-09  0.617
2016-08-10  0.607
2016-08-11  0.631
2016-08-12  0.596
2016-08-15  0.626
2016-08-16  0.661
2016-08-17  0.646
2016-08-18  0.614
2016-08-19  0.632
2016-08-22  0.596
2016-08-23  0.590
2016-08-24  0.601
2016-08-25  0.611
2016-08-26  0.650
2016-08-29  0.589
2016-08-30  0.607
2016-08-31  0.585
2016-09-01  0.576
2016-09-02  0.602
2016-09-05      .
2016-09-06  0.542
2016-09-07  0.537
2016-09-08  0.602
2016-09-09  0.682
2016-09-12  0.675
2016-09-13  0.752
2016-09-14  0.724
2016-09-15  0.754
2016-09-16  0.733
2016-09-19  0.748
2016-09-20  0.749
2016-09-21  0.703
2016-09-22  0.630
2016-09-23  0.579
2016-09-26  0.598
2016-09-27  0.577
2016-09-28  0.570
2016-09-29  0.574
2016-09-30  0.609
2016-10-03  0.580
2016-10-04  0.644
2016-10-05  0.680
2016-10-06  0.674
2016-10-07  0.689
2016-10-10      .
2016-10-11  0.705
2016-10-12  0.716
2016-10-13  0.708
2016-10-14  0.738
2016-10-17  0.679
2016-10-18  0.676
2016-10-19  0.679
2016-10-20  0.670
2016-10-21  0.665
2016-10-24  0.686
2016-10-25  0.651
2016-10-26  0.652
2016-10-27  0.726
2016-10-28  0.735
2016-10-31  0.711
2016-11-01  0.689
2016-11-02  0.692
2016-11-03  0.743
2016-11-04  0.725
2016-11-07  0.711
2016-11-08  0.723
2016-11-09  0.820
2016-11-10  0.849
2016-11-11      .
2016-11-14  0.936
2016-11-15  0.941
2016-11-16  0.924
2016-11-17  0.938
2016-11-18  0.941
2016-11-21  0.925
2016-11-22  0.925
2016-11-23  0.935
2016-11-24      .
2016-11-25  0.926
2016-11-28  0.942
2016-11-29  0.936
2016-11-30  0.911
2016-12-01  0.941
2016-12-02  0.955
2016-12-05  0.928
2016-12-06  0.940
2016-12-07  0.912
2016-12-08  0.952
2016-12-09  1.029
2016-12-12  1.040
2016-12-13  1.037
2016-12-14  1.065
2016-12-15  1.124
2016-12-16  1.190
2016-12-19  1.133
2016-12-20  1.131
2016-12-21  1.094
2016-12-22  1.061
2016-12-23  1.028
2016-12-26      .
2016-12-27  1.029
2016-12-28  1.007
2016-12-29  1.015
2016-12-30  0.986
2017-01-02      .
2017-01-03  0.945
2017-01-04  0.943
