Title:               2.5-Year High Quality Market (HQM) Corporate Bond Spot Rate
Series ID:           HQMCB2Y6M
Source:              U.S. Department of the Treasury
Release:             Corporate Bond Yield Curve (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Monthly
Units:               Percent
Date Range:          1984-01-01 to 2016-11-01
Last Updated:        2017-01-04 11:51 AM CST
Notes:               The spot rate for any maturity is defined as the yield on a bond that
                     gives a single payment at that maturity. This is called a zero coupon
                     bond. Because high quality zero coupon bonds are not generally
                     available, the HQM methodology computes the spot rates so as to make
                     them consistent with the yields on other high quality bonds. The HQM
                     yield curve uses data from a set of high quality corporate bonds rated
                     AAA, AA, or A that accurately represent the high quality corporate
                     bond market. 
                     
                     The HQM methodology projects yields beyond 30 years maturity out to
                     100 years maturity to get discount rates for long-dated pension
                     liabilities. 
                     
                      For more information see
                     https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx

DATE        VALUE
1984-01-01  11.49
1984-02-01  11.57
1984-03-01  11.89
1984-04-01  12.21
1984-05-01  12.86
1984-06-01  13.17
1984-07-01  13.21
1984-08-01  12.72
1984-09-01  12.66
1984-10-01  12.42
1984-11-01  11.85
1984-12-01  11.58
1985-01-01  11.41
1985-02-01  11.17
1985-03-01  11.44
1985-04-01  10.99
1985-05-01  10.42
1985-06-01   9.84
1985-07-01   9.84
1985-08-01   9.92
1985-09-01   9.91
1985-10-01   9.74
1985-11-01   9.41
1985-12-01   9.02
1986-01-01   9.02
1986-02-01   8.76
1986-03-01   8.28
1986-04-01   7.99
1986-05-01   8.05
1986-06-01   8.22
1986-07-01   7.96
1986-08-01   7.79
1986-09-01   7.69
1986-10-01   7.65
1986-11-01   7.46
1986-12-01   7.33
1987-01-01   7.16
1987-02-01   7.22
1987-03-01   7.18
1987-04-01   7.69
1987-05-01   8.24
1987-06-01   8.25
1987-07-01   8.25
1987-08-01   8.48
1987-09-01   9.07
1987-10-01   9.27
1987-11-01   8.63
1987-12-01   8.68
1988-01-01   8.48
1988-02-01   8.17
1988-03-01   8.17
1988-04-01   8.35
1988-05-01   8.53
1988-06-01   8.61
1988-07-01   8.79
1988-08-01   9.10
1988-09-01   9.09
1988-10-01   8.99
1988-11-01   9.25
1988-12-01   9.63
1989-01-01   9.76
1989-02-01   9.82
1989-03-01  10.21
1989-04-01  10.27
1989-05-01   9.89
1989-06-01   9.31
1989-07-01   8.92
1989-08-01   8.92
1989-09-01   9.09
1989-10-01   8.88
1989-11-01   8.70
1989-12-01   8.71
1990-01-01   8.99
1990-02-01   9.22
1990-03-01   9.29
1990-04-01   9.50
1990-05-01   9.49
1990-06-01   9.21
1990-07-01   9.12
1990-08-01   9.10
1990-09-01   9.10
1990-10-01   9.09
1990-11-01   9.03
1990-12-01   8.77
1991-01-01   8.74
1991-02-01   8.58
1991-03-01   8.60
1991-04-01   8.25
1991-05-01   8.04
1991-06-01   8.10
1991-07-01   8.14
1991-08-01   7.80
1991-09-01   7.81
1991-10-01   7.43
1991-11-01   7.13
1991-12-01   6.63
1992-01-01   6.34
1992-02-01   6.50
1992-03-01   6.77
1992-04-01   6.53
1992-05-01   6.40
1992-06-01   6.19
1992-07-01   5.54
1992-08-01   5.28
1992-09-01   5.02
1992-10-01   5.19
1992-11-01   5.66
1992-12-01   5.75
1993-01-01   5.54
1993-02-01   5.17
1993-03-01   4.91
1993-04-01   4.80
1993-05-01   4.90
1993-06-01   5.02
1993-07-01   4.92
1993-08-01   4.88
1993-09-01   4.72
1993-10-01   4.70
1993-11-01   4.94
1993-12-01   4.95
1994-01-01   4.80
1994-02-01   5.13
1994-03-01   5.68
1994-04-01   6.28
1994-05-01   6.68
1994-06-01   6.68
1994-07-01   6.85
1994-08-01   6.88
1994-09-01   7.07
1994-10-01   7.41
1994-11-01   7.84
1994-12-01   8.22
1995-01-01   8.19
1995-02-01   7.76
1995-03-01   7.34
1995-04-01   7.08
1995-05-01   6.68
1995-06-01   6.22
1995-07-01   6.27
1995-08-01   6.48
1995-09-01   6.28
1995-10-01   6.16
1995-11-01   5.96
1995-12-01   5.79
1996-01-01   5.58
1996-02-01   5.48
1996-03-01   6.12
1996-04-01   6.42
1996-05-01   6.57
1996-06-01   6.79
1996-07-01   6.74
1996-08-01   6.51
1996-09-01   6.71
1996-10-01   6.35
1996-11-01   6.13
1996-12-01   6.21
1997-01-01   6.45
1997-02-01   6.32
1997-03-01   6.64
1997-04-01   6.87
1997-05-01   6.69
1997-06-01   6.51
1997-07-01   6.26
1997-08-01   6.32
1997-09-01   6.26
1997-10-01   6.14
1997-11-01   6.14
1997-12-01   6.15
1998-01-01   5.79
1998-02-01   5.88
1998-03-01   6.02
1998-04-01   6.02
1998-05-01   6.03
1998-06-01   5.96
1998-07-01   5.94
1998-08-01   5.80
1998-09-01   5.39
1998-10-01   5.15
1998-11-01   5.54
1998-12-01   5.43
1999-01-01   5.51
1999-02-01   5.72
1999-03-01   5.85
1999-04-01   5.72
1999-05-01   6.04
1999-06-01   6.47
1999-07-01   6.39
1999-08-01   6.64
1999-09-01   6.61
1999-10-01   6.79
1999-11-01   6.74
1999-12-01   6.97
2000-01-01   7.34
2000-02-01   7.54
2000-03-01   7.49
2000-04-01   7.42
2000-05-01   7.87
2000-06-01   7.52
2000-07-01   7.41
2000-08-01   7.30
2000-09-01   7.10
2000-10-01   7.00
2000-11-01   7.03
2000-12-01   6.61
2001-01-01   6.11
2001-02-01   5.99
2001-03-01   5.66
2001-04-01   5.54
2001-05-01   5.54
2001-06-01   5.35
2001-07-01   5.26
2001-08-01   4.92
2001-09-01   4.57
2001-10-01   4.24
2001-11-01   4.18
2001-12-01   4.48
2002-01-01   4.36
2002-02-01   4.47
2002-03-01   4.87
2002-04-01   4.68
2002-05-01   4.53
2002-06-01   4.12
2002-07-01   3.81
2002-08-01   3.53
2002-09-01   3.33
2002-10-01   3.42
2002-11-01   3.38
2002-12-01   3.14
2003-01-01   2.93
2003-02-01   2.68
2003-03-01   2.53
2003-04-01   2.57
2003-05-01   2.19
2003-06-01   1.95
2003-07-01   2.26
2003-08-01   2.71
2003-09-01   2.48
2003-10-01   2.49
2003-11-01   2.67
2003-12-01   2.63
2004-01-01   2.46
2004-02-01   2.43
2004-03-01   2.19
2004-04-01   2.76
2004-05-01   3.33
2004-06-01   3.55
2004-07-01   3.36
2004-08-01   3.20
2004-09-01   3.17
2004-10-01   3.20
2004-11-01   3.48
2004-12-01   3.59
2005-01-01   3.78
2005-02-01   3.92
2005-03-01   4.29
2005-04-01   4.24
2005-05-01   4.21
2005-06-01   4.18
2005-07-01   4.38
2005-08-01   4.54
2005-09-01   4.41
2005-10-01   4.76
2005-11-01   4.93
2005-12-01   4.93
2006-01-01   4.92
2006-02-01   5.17
2006-03-01   5.24
2006-04-01   5.39
2006-05-01   5.48
2006-06-01   5.63
2006-07-01   5.61
2006-08-01   5.39
2006-09-01   5.25
2006-10-01   5.27
2006-11-01   5.19
2006-12-01   5.09
2007-01-01   5.31
2007-02-01   5.27
2007-03-01   5.05
2007-04-01   5.15
2007-05-01   5.26
2007-06-01   5.54
2007-07-01   5.44
2007-08-01   5.28
2007-09-01   5.16
2007-10-01   5.07
2007-11-01   4.70
2007-12-01   4.75
2008-01-01   4.25
2008-02-01   4.00
