Title:               10-Year 1-5/8% Treasury Inflation-Indexed Note, Due 1/15/2018©
Series ID:           TP10J18
Source:              Haver Analytics
Release:             Monthly Treasury Inflation-Indexed Securities (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Monthly
Units:               Percent
Date Range:          2008-02-01 to 2016-12-01
Last Updated:        2017-01-03 8:56 AM CST
Notes:               Yield to maturity on accrued principal. Averages of business days.
                     Copyright, 2016, Haver Analytics. Reprinted with permission.
                     Calculated from data provided by the Wall Street Journal.
                     Treasury Inflation-Protected Securities, or TIPS, are securities whose
                     principal is tied to the Consumer Price Index (CPI). The principal
                     increases with inflation and decreases with deflation. When the
                     security matures, the U.S. Treasury pays the original or adjusted
                     principal, whichever is greater.

DATE         VALUE
2008-02-01   1.398
2008-03-01   1.082
2008-04-01   1.321
2008-05-01   1.430
2008-06-01   1.586
2008-07-01   1.534
2008-08-01   1.668
2008-09-01   1.842
2008-10-01   2.820
2008-11-01   3.126
2008-12-01   2.386
2009-01-01   2.136
2009-02-01   1.918
2009-03-01   1.853
2009-04-01   1.600
2009-05-01   1.727
2009-06-01   1.843
2009-07-01   1.794
2009-08-01   1.767
2009-09-01   1.585
2009-10-01   1.405
2009-11-01   1.165
2009-12-01   1.201
2010-01-01   1.174
2010-02-01   1.182
2010-03-01   1.241
2010-04-01   1.213
2010-05-01   1.017
2010-06-01   1.007
2010-07-01   0.958
2010-08-01   0.711
2010-09-01   0.591
2010-10-01   0.177
2010-11-01   0.248
2010-12-01   0.626
2011-01-01   0.534
2011-02-01   0.648
2011-03-01   0.351
2011-04-01   0.242
2011-05-01   0.102
2011-06-01   0.051
2011-07-01  -0.112
2011-08-01  -0.498
2011-09-01  -0.454
2011-10-01  -0.301
2011-11-01  -0.604
2011-12-01  -0.659
2012-01-01  -0.780
2012-02-01  -1.003
2012-03-01  -0.953
2012-04-01  -1.004
2012-05-01  -1.055
2012-06-01  -0.955
2012-07-01  -1.057
2012-08-01  -1.141
2012-09-01  -1.443
2012-10-01  -1.477
2012-11-01  -1.425
2012-12-01  -1.472
2013-01-01  -1.476
2013-02-01  -1.631
2013-03-01  -1.690
2013-04-01  -1.591
2013-05-01  -1.269
2013-06-01  -0.685
2013-07-01  -0.621
2013-08-01  -0.548
2013-09-01  -0.464
2013-10-01  -0.755
2013-11-01  -0.777
2013-12-01  -0.588
2014-01-01  -0.673
2014-02-01  -0.853
2014-03-01  -0.774
2014-04-01  -0.678
2014-05-01  -0.830
2014-06-01  -0.808
2014-07-01  -0.781
2014-08-01  -0.699
2014-09-01  -0.390
2014-10-01  -0.419
2014-11-01  -0.396
2014-12-01  -0.049
2015-01-01  -0.222
2015-02-01  -0.473
2015-03-01  -0.547
2015-04-01  -0.858
2015-05-01  -0.702
2015-06-01  -0.567
2015-07-01  -0.416
2015-08-01  -0.005
2015-09-01   0.074
2015-10-01  -0.081
2015-11-01   0.029
2015-12-01   0.088
2016-01-01  -0.047
2016-02-01  -0.246
2016-03-01  -0.651
2016-04-01  -0.822
2016-05-01  -0.814
2016-06-01  -0.838
2016-07-01  -0.687
2016-08-01  -0.427
2016-09-01  -0.519
2016-10-01  -0.832
2016-11-01  -0.660
2016-12-01  -0.742
