Title:               20-Year 2-3/8% Treasury Inflation-Indexed Bond, Due 1/15/2025©
Series ID:           WTP20J25
Source:              Haver Analytics
Release:             Weekly Treasury Inflation-Indexed Securities (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Weekly, Ending Friday
Units:               Percent
Date Range:          2004-07-30 to 2017-01-06
Last Updated:        2017-01-09 6:06 AM CST
Notes:               Yield to maturity on accrued principal.
                     Average of business days. Copyright, 2016, Haver Analytics. Reprinted
                     with permission. Calculated from data provided by the Wall Street
                     Journal. Treasury Inflation-Protected Securities, or TIPS, are
                     securities whose principal is tied to the Consumer Price Index (CPI).
                     The principal increases with inflation and decreases with deflation.
                     When the security matures, the U.S. Treasury pays the original or
                     adjusted principal, whichever is greater.

DATE        VALUE
2004-07-30   2.39
2004-08-06   2.33
2004-08-13   2.21
2004-08-20   2.20
2004-08-27   2.21
2004-09-03   2.18
2004-09-10   2.20
2004-09-17   2.18
2004-09-24   2.13
2004-10-01   2.12
2004-10-08   2.21
2004-10-15   2.13
2004-10-22   2.08
2004-10-29   2.11
2004-11-05   2.09
2004-11-12   2.16
2004-11-19   2.07
2004-11-26   1.99
2004-12-03   2.14
2004-12-10   2.04
2004-12-17   1.98
2004-12-24   1.94
2004-12-31   1.99
2005-01-07   2.00
2005-01-14   2.00
2005-01-21   1.94
2005-01-28   1.96
2005-02-04   1.91
2005-02-11   1.79
2005-02-18   1.80
2005-02-25   1.89
2005-03-04   1.94
2005-03-11   1.90
2005-03-18   1.95
2005-03-25   2.01
2005-04-01   1.97
2005-04-08   1.94
2005-04-15   1.90
2005-04-22   1.81
2005-04-29   1.82
2005-05-06   1.83
2005-05-13   1.82
2005-05-20   1.79
2005-05-27   1.78
2005-06-03   1.70
2005-06-10   1.72
2005-06-17   1.86
2005-06-24   1.79
2005-07-01   1.78
2005-07-08   1.88
2005-07-15   1.94
2005-07-22   2.04
2005-07-29   2.04
2005-08-05   2.08
2005-08-12   2.08
2005-08-19   2.00
2005-08-26   1.96
2005-09-02   1.86
2005-09-09   1.92
2005-09-16   1.93
2005-09-23   1.92
2005-09-30   1.94
2005-10-07   2.02
2005-10-14   2.08
2005-10-21   2.07
2005-10-28   2.15
2005-11-04   2.15
2005-11-11   2.15
2005-11-18   2.14
2005-11-25   2.14
2005-12-02   2.17
2005-12-09   2.21
2005-12-16   2.18
2005-12-23   2.09
2005-12-30   2.03
2006-01-06   2.05
2006-01-13   2.07
2006-01-20   2.00
2006-01-27   2.07
2006-02-03   2.02
2006-02-10   2.01
2006-02-17   2.05
2006-02-24   2.01
2006-03-03   2.01
2006-03-10   2.16
2006-03-17   2.16
2006-03-24   2.20
2006-03-31   2.29
2006-04-07   2.37
2006-04-14   2.44
2006-04-21   2.44
2006-04-28   2.47
2006-05-05   2.51
2006-05-12   2.48
2006-05-19   2.48
2006-05-26   2.45
2006-06-02   2.47
2006-06-09   2.47
2006-06-16   2.49
2006-06-23   2.59
2006-06-30   2.63
2006-07-07   2.60
2006-07-14   2.54
2006-07-21   2.51
2006-07-28   2.46
2006-08-04   2.39
2006-08-11   2.33
2006-08-18   2.33
2006-08-25   2.26
2006-09-01   2.25
2006-09-08   2.32
2006-09-15   2.34
2006-09-22   2.32
2006-09-29   2.25
2006-10-06   2.27
2006-10-13   2.40
2006-10-20   2.44
2006-10-27   2.42
2006-11-03   2.30
2006-11-10   2.24
2006-11-17   2.24
2006-11-24   2.25
2006-12-01   2.17
2006-12-08   2.16
2006-12-15   2.23
2006-12-22   2.33
2006-12-29   2.38
2007-01-05   2.36
2007-01-12   2.42
2007-01-19   2.47
2007-01-26   2.44
2007-02-02   2.44
2007-02-09   2.42
2007-02-16   2.43
2007-02-23   2.37
2007-03-02   2.24
2007-03-09   2.25
2007-03-16   2.27
2007-03-23   2.27
2007-03-30   2.29
2007-04-06   2.34
2007-04-13   2.39
2007-04-20   2.36
2007-04-27   2.35
2007-05-04   2.34
2007-05-11   2.38
2007-05-18   2.47
2007-05-25   2.53
2007-06-01   2.55
2007-06-08   2.61
