Title:               40-Year High Quality Market (HQM) Corporate Bond Spot Rate
Series ID:           HQMCB40YR
Source:              U.S. Department of the Treasury
Release:             Corporate Bond Yield Curve (Not a Press Release)
Seasonal Adjustment: Not Seasonally Adjusted
Frequency:           Monthly
Units:               Percent
Date Range:          1984-01-01 to 2016-11-01
Last Updated:        2017-01-04 11:51 AM CST
Notes:               The spot rate for any maturity is defined as the yield on a bond that
                     gives a single payment at that maturity. This is called a zero coupon
                     bond. Because high quality zero coupon bonds are not generally
                     available, the HQM methodology computes the spot rates so as to make
                     them consistent with the yields on other high quality bonds. The HQM
                     yield curve uses data from a set of high quality corporate bonds rated
                     AAA, AA, or A that accurately represent the high quality corporate
                     bond market. 
                     
                     The HQM methodology projects yields beyond 30 years maturity out to
                     100 years maturity to get discount rates for long-dated pension
                     liabilities. 
                     
                      For more information see
                     https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx

DATE        VALUE
1984-01-01   9.41
1984-02-01  10.79
1984-03-01  11.17
1984-04-01  11.43
1984-05-01  12.37
1984-06-01  12.59
1984-07-01  12.47
1984-08-01  11.99
1984-09-01  12.38
1984-10-01  10.57
1984-11-01  10.44
1984-12-01  11.32
1985-01-01  10.99
1985-02-01  10.06
1985-03-01  10.32
1985-04-01  10.18
1985-05-01  10.11
1985-06-01   9.70
1985-07-01  10.70
1985-08-01  11.02
1985-09-01  11.50
1985-10-01  11.38
1985-11-01  10.91
1985-12-01  10.33
1986-01-01   9.47
1986-02-01   9.59
1986-03-01   8.69
1986-04-01   8.38
1986-05-01   9.26
1986-06-01   9.92
1986-07-01   9.57
1986-08-01   9.75
1986-09-01   9.91
1986-10-01  10.02
1986-11-01   9.75
1986-12-01   9.48
1987-01-01   9.40
1987-02-01   9.35
1987-03-01   9.34
1987-04-01  10.16
1987-05-01  10.86
1987-06-01  10.42
1987-07-01  10.20
1987-08-01  10.27
1987-09-01  10.52
1987-10-01  10.53
1987-11-01   9.93
1987-12-01  10.05
1988-01-01   9.52
1988-02-01   9.32
1988-03-01   9.57
1988-04-01  10.15
1988-05-01  10.53
1988-06-01  10.21
1988-07-01  10.38
1988-08-01  10.28
1988-09-01  10.05
1988-10-01   9.90
1988-11-01   9.84
1988-12-01   9.79
1989-01-01   9.84
1989-02-01   9.93
1989-03-01   9.92
1989-04-01   9.73
1989-05-01   9.63
1989-06-01   9.25
1989-07-01   9.25
1989-08-01   9.24
1989-09-01   9.23
1989-10-01   9.12
1989-11-01   9.01
1989-12-01   8.95
1990-01-01   9.05
1990-02-01   9.29
1990-03-01   9.50
1990-04-01   9.62
1990-05-01   9.86
1990-06-01   9.68
1990-07-01   9.73
1990-08-01  10.41
1990-09-01  10.62
1990-10-01  10.70
1990-11-01  10.39
1990-12-01  10.06
1991-01-01  10.01
1991-02-01   9.65
1991-03-01   9.93
1991-04-01   9.74
1991-05-01   9.89
1991-06-01  10.12
1991-07-01  10.07
1991-08-01   9.78
1991-09-01   9.65
1991-10-01   9.88
1991-11-01   9.96
1991-12-01   9.97
1992-01-01   9.92
1992-02-01   9.89
1992-03-01   9.83
1992-04-01   9.78
1992-05-01   9.63
1992-06-01   9.60
1992-07-01   9.65
1992-08-01   9.60
1992-09-01   9.68
1992-10-01  10.04
1992-11-01   9.82
1992-12-01   9.39
1993-01-01   9.35
1993-02-01   9.09
1993-03-01   8.80
1993-04-01   8.96
1993-05-01   9.10
1993-06-01   8.93
1993-07-01   8.62
1993-08-01   8.12
1993-09-01   8.01
1993-10-01   8.03
1993-11-01   8.25
1993-12-01   8.18
1994-01-01   8.19
1994-02-01   8.25
1994-03-01   8.50
1994-04-01   8.76
1994-05-01   8.72
1994-06-01   8.83
1994-07-01   8.93
1994-08-01   8.87
1994-09-01   9.17
1994-10-01   9.26
1994-11-01   9.26
1994-12-01   8.83
1995-01-01   8.87
1995-02-01   8.83
1995-03-01   8.90
1995-04-01   8.91
1995-05-01   8.47
1995-06-01   8.16
1995-07-01   8.37
1995-08-01   8.48
1995-09-01   8.25
1995-10-01   7.96
1995-11-01   7.80
1995-12-01   7.60
1996-01-01   7.59
1996-02-01   7.94
1996-03-01   8.26
1996-04-01   8.38
1996-05-01   8.34
1996-06-01   8.41
1996-07-01   8.35
1996-08-01   8.16
1996-09-01   8.36
1996-10-01   8.15
1996-11-01   7.86
1996-12-01   7.91
1997-01-01   8.10
1997-02-01   8.00
1997-03-01   8.24
1997-04-01   8.43
1997-05-01   8.34
1997-06-01   8.20
1997-07-01   7.89
1997-08-01   7.91
1997-09-01   7.86
1997-10-01   7.72
1997-11-01   7.51
1997-12-01   7.33
1998-01-01   7.27
1998-02-01   7.35
1998-03-01   7.33
1998-04-01   7.28
1998-05-01   7.24
1998-06-01   7.00
1998-07-01   7.07
1998-08-01   7.11
1998-09-01   7.37
1998-10-01   7.55
1998-11-01   7.51
1998-12-01   7.26
1999-01-01   7.26
1999-02-01   7.27
1999-03-01   7.43
1999-04-01   7.43
1999-05-01   7.62
1999-06-01   7.84
1999-07-01   7.83
1999-08-01   8.03
1999-09-01   8.18
1999-10-01   8.31
1999-11-01   8.00
1999-12-01   8.10
2000-01-01   8.12
2000-02-01   7.97
2000-03-01   8.13
2000-04-01   8.19
2000-05-01   8.54
2000-06-01   8.15
2000-07-01   8.01
2000-08-01   8.04
2000-09-01   8.27
2000-10-01   8.39
2000-11-01   8.37
2000-12-01   8.33
2001-01-01   8.04
2001-02-01   7.97
2001-03-01   7.99
2001-04-01   8.25
2001-05-01   8.09
2001-06-01   7.91
2001-07-01   7.86
2001-08-01   7.81
2001-09-01   8.28
2001-10-01   7.95
2001-11-01   7.52
2001-12-01   7.44
2002-01-01   7.25
2002-02-01   7.18
2002-03-01   7.46
2002-04-01   7.53
2002-05-01   7.57
2002-06-01   7.54
2002-07-01   7.79
2002-08-01   7.75
2002-09-01   7.31
2002-10-01   7.74
2002-11-01   7.49
2002-12-01   7.28
2003-01-01   7.34
2003-02-01   7.09
2003-03-01   7.14
2003-04-01   7.08
2003-05-01   6.56
2003-06-01   6.49
2003-07-01   7.07
2003-08-01   7.50
2003-09-01   7.22
2003-10-01   7.17
2003-11-01   7.03
2003-12-01   6.99
2004-01-01   6.91
2004-02-01   6.91
2004-03-01   6.77
2004-04-01   7.06
2004-05-01   7.25
2004-06-01   7.14
2004-07-01   7.00
2004-08-01   6.91
2004-09-01   6.73
2004-10-01   6.67
2004-11-01   6.54
2004-12-01   6.41
2005-01-01   6.20
2005-02-01   5.94
2005-03-01   6.15
2005-04-01   6.16
2005-05-01   6.11
2005-06-01   5.88
2005-07-01   5.96
2005-08-01   5.97
2005-09-01   6.09
2005-10-01   6.31
2005-11-01   6.38
2005-12-01   6.27
2006-01-01   6.17
2006-02-01   6.11
2006-03-01   6.33
2006-04-01   6.70
2006-05-01   6.82
2006-06-01   6.81
2006-07-01   6.77
2006-08-01   6.62
2006-09-01   6.44
2006-10-01   6.39
2006-11-01   6.09
2006-12-01   6.11
2007-01-01   6.23
2007-02-01   6.14
2007-03-01   6.21
2007-04-01   6.36
2007-05-01   6.34
2007-06-01   6.62
2007-07-01   6.62
2007-08-01   6.68
2007-09-01   6.57
2007-10-01   6.39
2007-11-01   6.49
2007-12-01   6.71
2008-01-01   6.74
2008-02-01   7.09
2008-03-01   7.00
2008-04-01   6.98
2008-05-01   6.77
2008-06-01   6.95
2008-07-01   7.03
2008-08-01   6.90
2008-09-01   6.84
2008-10-01   7.18
2008-11-01   7.36
2008-12-01   6.30
2009-01-01   6.27
2009-02-01   7.07
2009-03-01   7.87
2009-04-01   6.89
2009-05-01   6.73
2009-06-01   6.53
2009-07-01   6.45
2009-08-01   6.20
2009-09-01   6.07
2009-10-01   6.07
2009-11-01   6.31
2009-12-01   6.47
2010-01-01   6.49
2010-02-01   6.66
2010-03-01   6.61
2010-04-01   6.49
2010-05-01   6.29
2010-06-01   6.32
2010-07-01   6.14
2010-08-01   5.91
2010-09-01   6.08
2010-10-01   6.27
2010-11-01   6.58
2010-12-01   6.57
2011-01-01   6.46
2011-02-01   6.58
2011-03-01   6.50
2011-04-01   6.49
2011-05-01   6.25
2011-06-01   6.37
2011-07-01   6.33
2011-08-01   6.07
2011-09-01   5.86
2011-10-01   5.53
2011-11-01   5.28
2011-12-01   5.27
2012-01-01   5.21
2012-02-01   5.09
2012-03-01   5.20
2012-04-01   5.16
2012-05-01   5.07
2012-06-01   4.96
2012-07-01   4.51
2012-08-01   4.53
2012-09-01   4.68
2012-10-01   4.60
2012-11-01   4.63
2012-12-01   4.80
2013-01-01   4.91
2013-02-01   5.05
2013-03-01   5.15
2013-04-01   4.92
2013-05-01   5.05
2013-06-01   5.46
2013-07-01   5.46
2013-08-01   5.60
2013-09-01   5.64
2013-10-01   5.55
2013-11-01   5.69
2013-12-01   5.62
2014-01-01   5.42
2014-02-01   5.39
2014-03-01   5.34
2014-04-01   5.18
2014-05-01   5.04
2014-06-01   5.12
2014-07-01   5.05
2014-08-01   5.00
2014-09-01   5.08
2014-10-01   4.91
2014-11-01   5.00
2014-12-01   4.83
2015-01-01   4.43
2015-02-01   4.50
2015-03-01   4.53
2015-04-01   4.49
2015-05-01   5.02
2015-06-01   5.24
2015-07-01   5.16
2015-08-01   5.01
2015-09-01   5.09
2015-10-01   5.06
2015-11-01   5.16
2015-12-01   5.03
2016-01-01   5.04
2016-02-01   5.06
2016-03-01   4.87
2016-04-01   4.64
2016-05-01   4.65
2016-06-01   4.51
2016-07-01   4.18
2016-08-01   4.20
2016-09-01   4.32
2016-10-01   4.42
2016-11-01   4.73
